caller_id,employee_id,call_start,wait_time,call_time,issue_category,satisfaction
c467,e07,2020-11-03T16:04:10Z,166,50,tech,4
c468,e07,2020-07-21T19:01:56Z,149,51,sales,4
c469,e07,2020-07-18T18:08:09Z,149,40,other,4
c470,e07,2020-11-26T13:34:34Z,235,74,returns,2
c471,e07,2020-07-01T19:59:44Z,205,72,tech,3
c472,e07,2020-02-03T00:20:00Z,129,26,returns,5
c473,e07,2020-09-14T06:12:09Z,205,34,other,3
c474,e08,2020-02-04T02:22:54Z,173,48,other,5
c475,e08,2020-05-19T11:22:00Z,151,63,returns,5
c476,e08,2020-04-10T17:51:19Z,190,53,returns,4
c477,e08,2020-08-05T22:13:22Z,130,16,sales,5
c478,e08,2020-03-18T04:15:43Z,190,79,returns,4
c479,e08,2020-05-25T00:07:26Z,145,34,returns,4
c480,e08,2020-06-15T15:09:39Z,220,41,tech,3
c481,e08,2020-10-10T17:08:48Z,236,54,returns,2
c482,e08,2020-01-13T06:54:50Z,104,47,tech,5
c483,e08,2020-10-15T01:47:42Z,216,58,other,3
c484,e08,2020-02-04T20:08:10Z,241,33,tech,2
c485,e08,2020-01-25T07:42:14Z,150,63,returns,5
c486,e08,2020-01-14T00:09:37Z,207,31,returns,4
c487,e08,2020-02-08T13:08:00Z,223,41,returns,3
c488,e08,2020-11-24T21:40:04Z,207,39,tech,3
c489,e08,2020-05-26T04:51:40Z,106,26,sales,5
c490,e08,2020-10-14T12:59:53Z,244,59,tech,2
c491,e08,2020-06-12T11:53:58Z,170,32,tech,4
c492,e08,2020-12-24T05:57:15Z,216,30,sales,4
c493,e08,2020-03-09T21:44:16Z,212,31,tech,3
c494,e08,2020-10-07T15:52:02Z,199,64,tech,4
c495,e08,2020-08-12T03:13:28Z,206,43,returns,3
c496,e08,2020-03-02T21:07:58Z,201,32,returns,4
c497,e08,2020-09-26T04:43:17Z,224,80,returns,3
c498,e08,2020-11-24T20:10:03Z,204,24,returns,3
c499,e08,2020-06-01T19:10:36Z,234,73,tech,3
c500,e08,2020-08-01T00:08:01Z,147,38,tech,4
c501,e08,2020-05-18T11:29:47Z,203,24,tech,3
c502,e08,2020-06-10T09:37:57Z,235,41,returns,3
c503,e08,2020-09-23T14:26:52Z,184,31,tech,4
c504,e08,2020-03-21T18:09:13Z,165,46,tech,4
c505,e08,2020-03-14T15:12:22Z,192,59,tech,3
c506,e08,2020-09-28T19:47:30Z,196,52,other,3
c507,e08,2020-03-15T13:18:46Z,236,59,returns,3
c508,e08,2020-02-16T12:54:16Z,232,89,sales,3
c509,e08,2020-05-16T17:26:35Z,130,54,tech,5
c510,e08,2020-03-13T12:52:20Z,240,60,tech,2
c511,e08,2020-01-26T20:01:00Z,252,40,returns,2
c512,e08,2020-10-11T05:16:43Z,174,45,returns,4
c513,e08,2020-10-23T10:33:10Z,153,53,sales,4
c514,e08,2020-06-17T07:39:51Z,211,38,tech,3
c515,e08,2020-01-23T01:39:51Z,204,151,returns,3
c516,e08,2020-10-26T22:02:46Z,127,41,sales,5
c517,e08,2020-07-27T00:28:56Z,161,18,tech,4
c518,e08,2020-10-20T21:35:03Z,192,85,sales,4
c519,e08,2020-07-20T23:48:05Z,166,68,tech,4
c520,e08,2020-11-23T23:00:14Z,217,71,other,3
c521,e08,2020-05-26T00:38:01Z,227,74,sales,4
c522,e08,2020-06-08T09:58:48Z,238,39,returns,2
c523,e08,2020-03-25T19:44:52Z,215,72,tech,3
c524,e08,2020-07-05T09:00:17Z,203,33,other,4
c525,e08,2020-11-21T10:38:25Z,116,152,tech,5
c526,e08,2020-02-15T14:38:44Z,181,55,returns,4
c527,e08,2020-12-30T23:58:27Z,246,55,tech,2
c528,e08,2020-10-26T06:46:46Z,180,71,tech,4
c529,e08,2020-10-28T07:12:17Z,228,62,tech,2
c530,e08,2020-03-03T06:03:35Z,221,50,sales,3
c531,e08,2020-09-04T23:45:15Z,118,20,returns,5
c532,e08,2020-01-04T06:06:59Z,257,67,sales,2
c533,e08,2020-08-24T02:30:38Z,135,23,other,5
c534,e08,2020-01-28T09:39:20Z,206,92,other,3
c535,e08,2020-05-30T14:21:12Z,177,74,other,4
c536,e08,2020-02-08T22:19:09Z,59,41,returns,5
c537,e08,2020-05-13T12:42:34Z,199,39,sales,4
c538,e08,2020-05-13T12:25:02Z,228,63,returns,3
c539,e08,2020-11-26T01:42:45Z,229,60,sales,3
c540,e08,2020-12-09T07:12:37Z,187,76,other,4
c541,e08,2020-03-17T02:07:55Z,165,66,returns,4
c542,e08,2020-10-16T06:05:50Z,235,42,returns,3
c543,e08,2020-10-14T04:12:54Z,205,26,returns,3
c544,e08,2020-05-24T17:36:56Z,214,99,tech,3
c545,e08,2020-03-30T17:10:29Z,73,15,tech,5
c546,e08,2020-08-07T11:53:00Z,180,52,returns,4
c547,e08,2020-12-12T17:04:39Z,26,38,tech,5
c548,e08,2020-06-17T13:46:32Z,261,53,tech,2
c549,e08,2020-04-15T16:33:56Z,164,33,other,4
c550,e08,2020-04-13T22:52:21Z,218,78,returns,3
c551,e08,2020-01-21T19:48:47Z,212,18,sales,3
c552,e08,2020-08-30T08:27:52Z,190,53,sales,4
c553,e08,2020-04-05T13:18:44Z,242,64,returns,2
c554,e09,2020-10-20T00:01:29Z,134,27,returns,4
c555,e09,2020-12-31T12:22:05Z,164,43,tech,3
c556,e09,2020-08-12T04:57:30Z,214,84,returns,3
c557,e09,2020-05-03T19:11:43Z,224,69,returns,2
c558,e09,2020-07-01T04:37:57Z,232,14,tech,1
c559,e09,2020-04-14T13:40:50Z,237,55,returns,2
c560,e09,2020-12-26T11:08:37Z,176,67,returns,4
c561,e09,2020-03-27T23:21:04Z,254,57,returns,1
c562,e09,2020-06-01T08:16:43Z,184,51,tech,3
c563,e09,2020-12-02T23:03:33Z,184,31,returns,3
c564,e09,2020-05-04T09:10:59Z,185,24,tech,3
c565,e09,2020-10-09T03:22:12Z,244,72,other,1
c566,e09,2020-10-09T22:17:52Z,129,21,tech,4
c567,e09,2020-06-14T23:30:36Z,171,16,sales,4
c568,e09,2020-11-20T12:34:56Z,197,93,tech,2
c569,e09,2020-01-03T15:17:55Z,203,40,tech,2
c570,e09,2020-06-18T22:36:11Z,263,80,tech,1
c571,e09,2020-05-27T06:50:06Z,158,51,tech,3
c572,e09,2020-09-22T01:24:56Z,233,45,returns,2
c573,e09,2020-06-30T02:18:32Z,225,41,returns,2
c574,e09,2020-01-26T18:35:39Z,179,21,returns,3
c575,e09,2020-06-14T11:39:04Z,186,18,returns,3
c576,e09,2020-07-02T15:37:29Z,198,60,sales,3
c577,e09,2020-11-29T02:36:48Z,85,20,tech,5
c578,e09,2020-04-19T05:51:12Z,254,32,tech,1
c579,e09,2020-04-26T19:04:51Z,249,52,tech,1
c580,e09,2020-09-21T02:57:12Z,261,54,returns,1
c581,e09,2020-06-06T20:41:03Z,164,30,tech,3
c582,e09,2020-12-07T05:52:12Z,270,63,other,1
c583,e09,2020-12-28T05:58:57Z,157,41,tech,3
c584,e09,2020-01-13T12:56:46Z,152,37,returns,4
c585,e09,2020-03-08T00:11:32Z,127,20,returns,4
c586,e09,2020-08-24T19:23:24Z,222,30,returns,2
c587,e09,2020-10-13T13:04:58Z,236,66,tech,2
c588,e09,2020-10-20T11:21:17Z,39,30,other,5
c589,e09,2020-09-14T22:19:41Z,154,23,returns,4
c590,e09,2020-02-14T01:59:06Z,90,24,tech,5
c591,e09,2020-12-29T11:43:04Z,141,43,other,4
c592,e09,2020-01-04T15:33:51Z,191,41,tech,3
c593,e09,2020-12-29T17:38:52Z,209,30,tech,2
c594,e09,2020-12-14T21:50:37Z,203,34,tech,2
c595,e09,2020-01-25T00:35:24Z,249,44,returns,2
c596,e09,2020-08-10T13:08:58Z,183,20,tech,3
c597,e09,2020-11-01T19:11:45Z,164,17,sales,4
c598,e09,2020-07-11T20:54:07Z,129,40,tech,4
c599,e09,2020-12-03T07:35:05Z,214,147,tech,2
c600,e09,2020-04-14T03:12:29Z,165,33,tech,3
c601,e09,2020-11-08T13:34:58Z,113,44,sales,5
c602,e09,2020-06-29T16:04:47Z,205,30,returns,3
c603,e09,2020-03-02T03:13:02Z,170,43,sales,4
c604,e09,2020-06-04T22:58:28Z,195,40,returns,3
c605,e09,2020-06-18T09:23:04Z,159,19,returns,4
c606,e09,2020-06-24T03:34:42Z,203,118,tech,3
c607,e09,2020-08-12T18:30:56Z,243,78,tech,2
c608,e09,2020-10-10T05:45:16Z,196,25,tech,3
c609,e09,2020-12-16T06:14:38Z,178,50,tech,3
c610,e09,2020-08-02T23:39:31Z,218,44,returns,3
c611,e09,2020-05-16T23:12:21Z,196,58,returns,2
c612,e09,2020-07-03T22:30:54Z,226,35,other,2
c613,e09,2020-11-09T08:04:09Z,280,64,tech,1
c614,e10,2020-10-08T15:54:30Z,252,27,tech,2
c615,e10,2020-08-23T17:05:10Z,240,37,returns,2
c616,e10,2020-10-16T00:33:19Z,181,12,other,4
c617,e10,2020-03-09T17:14:58Z,214,39,tech,3
c618,e10,2020-11-18T11:42:14Z,245,24,other,2
c619,e10,2020-02-27T14:44:14Z,198,21,tech,3
c620,e10,2020-01-17T12:40:02Z,229,29,tech,2
c621,e10,2020-07-27T05:13:35Z,190,40,other,4
c622,e10,2020-01-21T18:34:36Z,158,11,tech,4
c623,e10,2020-09-16T16:09:23Z,129,30,returns,5
c624,e10,2020-03-29T17:33:38Z,260,61,sales,2
c625,e10,2020-11-04T11:51:49Z,217,25,returns,3
c626,e10,2020-12-13T00:52:03Z,59,10,returns,5
c627,e10,2020-06-26T00:39:22Z,168,16,other,4
c628,e10,2020-10-28T09:58:24Z,112,24,tech,5
c629,e10,2020-12-09T08:01:06Z,170,11,returns,4
c630,e10,2020-07-16T15:27:20Z,153,27,returns,4
c631,e10,2020-11-03T08:19:29Z,175,15,tech,4
c632,e10,2020-12-16T01:27:25Z,195,18,tech,3
c633,e10,2020-02-07T07:07:58Z,124,22,tech,5
c634,e10,2020-08-07T17:27:12Z,240,39,tech,2
c635,e10,2020-02-10T23:07:29Z,218,53,tech,3
c636,e10,2020-04-12T02:22:49Z,175,13,sales,4
c637,e10,2020-04-25T17:24:57Z,179,40,tech,4
c638,e10,2020-08-24T16:13:40Z,260,26,returns,2
c639,e10,2020-07-03T21:20:37Z,194,37,returns,4
c640,e10,2020-01-01T17:18:14Z,146,13,returns,5
c641,e10,2020-02-16T22:44:51Z,176,19,tech,4
c642,e10,2020-06-11T09:05:31Z,150,12,tech,4
c643,e10,2020-05-23T11:18:45Z,217,21,other,3
c644,e10,2020-09-21T06:34:17Z,183,41,returns,3
c645,e10,2020-03-12T19:24:12Z,125,24,other,5
c646,e10,2020-12-19T11:10:32Z,105,25,tech,5
c647,e10,2020-03-31T21:36:41Z,197,32,tech,3
c648,e10,2020-03-13T11:53:53Z,223,17,returns,3
c649,e10,2020-01-03T04:48:57Z,263,49,returns,2
c650,e10,2020-02-09T10:05:21Z,252,52,returns,3
c651,e10,2020-10-03T01:04:00Z,86,42,tech,5
c652,e10,2020-07-28T08:15:06Z,135,12,returns,5
c653,e10,2020-07-06T16:19:08Z,135,19,tech,5
c654,e10,2020-05-13T09:01:33Z,135,18,returns,5
c655,e10,2020-08-23T11:51:11Z,209,33,returns,3
c656,e10,2020-12-13T17:22:10Z,95,11,tech,5
c657,e10,2020-07-18T06:16:48Z,167,35,other,4
c658,e10,2020-02-09T12:36:32Z,228,29,sales,3
c659,e10,2020-09-20T07:48:11Z,100,17,tech,5
c660,e10,2020-03-25T20:36:29Z,217,52,sales,3
c661,e10,2020-12-03T01:01:07Z,232,37,tech,2
c662,e10,2020-03-18T00:49:39Z,163,16,tech,4
c663,e10,2020-06-15T00:20:15Z,172,41,returns,4
c664,e10,2020-05-27T21:59:11Z,232,53,returns,2
c665,e10,2020-01-17T19:28:39Z,200,20,other,4
c666,e10,2020-02-02T00:37:44Z,200,25,returns,3
c667,e10,2020-05-07T00:14:34Z,178,19,tech,4
c668,e10,2020-11-12T04:52:19Z,121,33,returns,5
c669,e10,2020-09-12T12:10:38Z,123,11,returns,5
c670,e10,2020-06-11T21:20:10Z,215,29,tech,3
c671,e10,2020-05-25T22:36:06Z,211,56,returns,3
c672,e10,2020-04-01T19:31:26Z,157,11,tech,4
c673,e10,2020-06-20T14:38:34Z,195,51,sales,4
c674,e10,2020-10-12T16:42:00Z,205,30,returns,3
c675,e10,2020-07-26T02:07:48Z,190,52,sales,4
c676,e10,2020-04-03T17:12:20Z,209,36,returns,3
c677,e10,2020-10-17T03:51:58Z,141,18,returns,4
c678,e10,2020-04-10T22:46:57Z,202,23,other,3
c679,e10,2020-11-11T14:53:57Z,238,33,returns,3
c680,e10,2020-06-19T17:50:06Z,186,30,tech,4
c681,e10,2020-01-15T02:03:34Z,165,11,tech,4
c682,e10,2020-03-23T09:30:59Z,169,36,sales,4
c683,e10,2020-05-09T07:25:34Z,165,12,returns,4
c684,e10,2020-10-27T01:00:43Z,84,25,tech,5
c685,e10,2020-09-17T01:51:12Z,169,33,tech,4
c686,e10,2020-06-27T00:21:41Z,103,17,tech,5
c687,e10,2020-06-09T07:04:55Z,178,8,tech,4
c688,e10,2020-01-26T12:28:23Z,263,20,tech,2
c689,e10,2020-12-31T19:22:43Z,152,33,tech,4
c690,e10,2020-07-02T10:02:40Z,172,29,tech,4
c691,e10,2020-12-24T04:27:11Z,261,65,returns,2
c692,e10,2020-04-11T16:32:22Z,181,10,sales,4
c693,e10,2020-09-29T07:14:37Z,191,17,returns,4
c694,e10,2020-04-11T21:44:21Z,106,15,tech,5
c695,e10,2020-09-24T07:15:38Z,162,39,tech,4
c696,e10,2020-07-29T14:41:32Z,227,58,returns,3
c697,e10,2020-09-16T19:01:03Z,188,43,returns,4
c698,e10,2020-12-09T06:04:15Z,281,42,returns,1
c699,e10,2020-05-23T13:55:16Z,200,21,tech,3
c700,e10,2020-07-16T11:18:36Z,222,36,sales,3
c701,e10,2020-06-13T11:17:32Z,216,20,tech,3
c702,e10,2020-02-03T23:15:16Z,196,12,returns,4
c703,e10,2020-10-13T22:57:58Z,179,25,tech,3
c704,e10,2020-07-24T16:16:18Z,47,7,tech,5
c705,e10,2020-12-28T22:36:02Z,189,26,tech,3
c706,e10,2020-05-24T10:56:20Z,186,29,sales,4
c707,e10,2020-06-06T23:13:14Z,138,18,tech,4
